id,capacity,address3,postalCode,stateName,latitude,longitude
c320ca48-26b3-4bdf-8ed1-b13f1b2e9ba0,75.03,JOHOR BAHRU,81300,Johor,1.519255,103.6798369
c3d74837-a684-453d-9965-dad458f7c6e4,6.765,JOHOR BAHRU,81100,Johor,1.556924933,103.747388
c43c164d-1114-468d-9073-ac3af18c3e61,12.3,MASAI,81750,Johor,1.484214694,103.8354635
c631b6db-10ff-40e6-8c8f-43718f7ee71e,386.708,,81000,Johor,1.6687049,103.5509296
c82ca325-e31b-45c9-b50e-02d9c93e2974,6.765,KULAI,81000,Johor,1.64748483,103.5946569
c8c8f495-b529-4902-8f96-e131448b3398,3.96,NUSAJAYA,81300,Johor,1.493390045,103.645966
c95d5243-f4d0-4e6d-8c3e-4d8b24eb3057,1300.65,JOHOR BAHRU,81200,Johor,1.5509631,103.701519
c9a2c52f-4707-41ee-b8a0-9b547f2b9cb8,6.765,JOHOR BAHRU,79100,Johor,1.476896372,103.6456296
cb558987-fa76-463c-99ea-d37651c4bf07,7.995,NUSAJAYA,79100,Johor,1.458073884,103.6497786
cccbf508-3fa1-49d2-979c-98918883e483,8.61,KLUANG,86000,Johor,2.035628,103.336058
ce29641d-86f5-4a3d-9a7d-38c3b662f224,390.525,PASIR GUDANG,81700,Johor,1.4724125,103.9014129
d035149a-86c1-48d4-8e3c-ad6d9fbd5375,16.605,JOHOR BAHRU,81100,Johor,1.5698112,103.7760587
d0c3e981-1b8f-4b42-adf0-38a4efa2f963,539, JOHOR BAHRU,81300,Johor,1.543196,103.6965002
d20b1811-462a-4f6b-8c42-6972aa4afca4,6.765,JOHOR BAHRU,81200,Johor,1.541940226,103.7327318
d24f249e-603e-4b53-a809-11dec9ff75a9,10.395,Johor Bahru,,Johor,1.48079,103.7648131
d2e8a910-c7a5-44f7-85bb-a6ed2ed85d36,5.85,ISKANDAR PUTERI,79100,Johor,1.458558683,103.6355228
d49d90cf-fa79-4247-bee3-7b5c2a2a0f08,17.22,JOHOR BAHRU,81200,Johor,1.492754648,103.7209967
d52eb678-a43c-4e04-95d9-3e436b125a58,13.5,,81100,Johor,1.6059167,103.821517
d76f60ea-94c3-4e50-aa44-5561ef442db0,66.6,KELAPA SAWIT,81030,Johor,1.674312,103.5398093
d9b01866-619d-4626-9bc1-8ddc6094b739,166.32,Batu Pahat,83500,Johor,1.929352027,102.8531015
da470df7-4796-47b9-8258-c63828be3b75,789.76,,79200,Johor,1.4708869,103.599422
dad0c1e5-3982-41e3-8edd-8d2cc4b13e3c,93.275,Senai,81400,Johor,1.630472,103.6521068
dc02f8f7-7e0f-4716-b37d-f89f72d0043e,975.39,Kulai,81000,Johor,1.6555388,103.5975248
debb5c55-b065-40b2-88e2-51c1a6eb560e,269.23,YONG PENG,83700,Johor,1.8817212,103.2430934
e2765b3a-3fd5-415c-a931-db167aacdefb,137.34,,83700,Johor,1.8814303,103.2592673
e2789552-2958-4735-a98d-84235cc3ba7a,186.84,,81200,Johor,1.525735,103.7477248
e39e5ba2-6db1-481c-a6e8-19a70f9387f1,317.735,Pasir Gudang,81700,Johor,1.4481163,103.9223709
e3ada719-6caa-44f3-88e8-f90d1d809963,11.02,Skudai,81300,Johor,1.531681923,103.6678098
e60e1083-9ea5-442d-aa80-a13a546692b7,89.88,JOHOR BAHRU,80200,Johor,1.4900638,103.7100393
e64858a8-ac2e-4dd7-9a10-b1ca29d05f36,180.94,YONG PENG,83700,Johor,2.0990492,103.0443743
e6b12e07-b841-49e3-ae85-11027803d1be,7.38,JOHOR BAHRU,81550,Johor,1.506872,103.601432
e7b466f2-ff1e-4ddb-bbce-90e8102f63fc,7.38,JOHOR BAHRU,81100,Johor,1.575639816,103.786659
e8e0b0dd-a98b-44ab-9a40-d1af0e01667d,469.26,SKUDAI,81300,Johor,1.5451173,103.6560275
e8fd4205-574b-4f8f-8319-5099bf5c975b,454.75,"81400, Senai",81400,Johor,1.61172,103.66784
e94bf718-f06e-488e-b0ee-9ca7b7b9bec7,4.455,JOHOR BAHRU,81100,Johor,1.5539885,103.7755797
e955d059-a329-4c00-8fab-80357b227c94,7.38,JOHOR BAHRU,80400,Johor,1.483093768,103.7693011
ea81ff5e-20a8-40a3-8834-f22dcba34bdd,8.61,BATU PAHAT,83000,Johor,1.872034533,102.9336066
ee167ff8-3b51-4763-b5ec-0cd954f40d42,217.095,PASIR GUDANG,81700,Johor,1.4621947,103.9085989
eeca9115-c076-4477-b9a9-34c2c6720ff2,535.535,,79200,Johor,1.455967,103.601822
ef38fe00-5356-4dc0-96cd-ecde646f0fb2,181.72,JOHOR BAHRU,81300,Johor,1.5147372,103.6348777
ef9ae5ff-5bab-4a0b-ac62-054395ba9d5f,7.38,JOHOR BAHRU,81300,Johor,1.507469,103.629363
f0191cf3-20aa-49fd-8dbc-8cd3b9e6c816,12,,81400,Johor,1.596631587,103.6795893
f0f05dfb-be4b-48f2-a7af-4458e4919d80,788.92,,81700,Johor,1.447779257,103.9115666
